Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Origin Factory,Sales,Units,Gross Profit,Cost
462,ORD-2023-10462,2023-03-27,2023-04-02,Standard Class,CUST-629,United States,City_26,State_20,83872,Chocolate,West,PROD-009,Caramel Squares,Lot's O' Nuts,1146.55,142,748.95,397.6
463,ORD-2023-10463,2023-08-18,2023-08-23,Second Class,CUST-988,United States,City_31,State_6,38752,Nuts,East,PROD-001,Chocolate Almonds,Sugar Shack,2391.33,320,1591.33,800.0
464,ORD-2023-10464,2023-11-16,2023-11-23,Second Class,CUST-271,United States,City_47,State_11,69437,Nuts,West,PROD-007,Cashew Clusters,The Other Factory,3145.5,347,1757.5,1388.0
465,ORD-2023-10465,2023-07-13,2023-07-21,Second Class,CUST-116,United States,City_13,State_17,76107,Nuts,East,PROD-010,Pistachios,The Other Factory,1581.98,207,650.48,931.5
466,ORD-2023-10466,2023-09-01,2023-09-05,Second Class,CUST-139,United States,City_35,State_17,25403,Nuts,East,PROD-007,Cashew Clusters,Wicked Choccy's,4563.28,471,2679.28,1884.0
467,ORD-2023-10467,2023-12-14,2023-12-22,Standard Class,CUST-530,United States,City_24,State_2,79444,Candy,West,PROD-002,Gummy Bears,Secret Factory,881.23,342,470.83,410.4
468,ORD-2023-10468,2023-06-29,2023-07-02,Same Day,CUST-879,United States,City_45,State_19,22807,Nuts,South,PROD-007,Cashew Clusters,Wicked Choccy's,3367.42,311,2123.42,1244.0
469,ORD-2023-10469,2023-04-30,2023-04-30,Same Day,CUST-390,United States,City_39,State_18,63562,Nuts,Central,PROD-007,Cashew Clusters,Wicked Choccy's,5298.3,475,3398.3,1900.0
470,ORD-2023-10470,2023-10-23,2023-10-28,Standard Class,CUST-107,United States,City_25,State_7,51405,Candy,East,PROD-005,Jelly Beans,Wicked Choccy's,696.69,277,281.19,415.5
471,ORD-2023-10471,2023-08-07,2023-08-12,Second Class,CUST-367,United States,City_35,State_14,84012,Nuts,East,PROD-007,Cashew Clusters,Sugar Shack,3262.69,343,1890.69,1372.0
472,ORD-2023-10472,2023-04-15,2023-04-15,Same Day,CUST-670,United States,City_31,State_6,58524,Chocolate,Central,PROD-006,Dark Chocolate Truffles,The Other Factory,2572.61,221,1467.61,1105.0
473,ORD-2023-10473,2023-06-07,2023-06-07,First Class,CUST-822,United States,City_26,State_5,96413,Chocolate,South,PROD-009,Caramel Squares,The Other Factory,1722.12,305,868.12,854.0
474,ORD-2023-10474,2023-02-21,2023-02-28,Second Class,CUST-904,United States,City_22,State_18,90481,Candy,South,PROD-002,Gummy Bears,Wicked Choccy's,323.09,119,180.29,142.8
475,ORD-2023-10475,2023-02-16,2023-02-25,Standard Class,CUST-714,United States,City_28,State_3,18399,Nuts,South,PROD-001,Chocolate Almonds,Wicked Choccy's,1851.14,431,773.64,1077.5
476,ORD-2023-10476,2023-11-08,2023-11-14,Standard Class,CUST-510,United States,City_40,State_17,47548,Candy,Central,PROD-005,Jelly Beans,Wicked Choccy's,112.52,29,69.02,43.5
477,ORD-2023-10477,2023-08-13,2023-08-15,Same Day,CUST-772,United States,City_34,State_10,35525,Nuts,West,PROD-010,Pistachios,Lot's O' Nuts,121.67,15,54.17,67.5
478,ORD-2023-10478,2023-12-12,2023-12-19,Second Class,CUST-770,United States,City_1,State_6,21382,Nuts,West,PROD-001,Chocolate Almonds,The Other Factory,142.77,28,72.77,70.0
479,ORD-2023-10479,2023-07-27,2023-07-31,Same Day,CUST-115,United States,City_48,State_3,21818,Candy,Central,PROD-005,Jelly Beans,Secret Factory,837.22,310,372.22,465.0
480,ORD-2023-10480,2023-05-22,2023-05-24,First Class,CUST-299,United States,City_30,State_13,85354,Chocolate,Central,PROD-009,Caramel Squares,Sugar Shack,843.34,125,493.34,350.0
481,ORD-2023-10481,2023-09-17,2023-09-18,Same Day,CUST-615,United States,City_19,State_11,25336,Nuts,West,PROD-001,Chocolate Almonds,Sugar Shack,374.07,64,214.07,160.0
482,ORD-2023-10482,2023-07-13,2023-07-13,Same Day,CUST-349,United States,City_49,State_11,70142,Chocolate,Central,PROD-009,Caramel Squares,Sugar Shack,1856.91,298,1022.51,834.4
483,ORD-2023-10483,2023-03-01,2023-03-05,Same Day,CUST-748,United States,City_15,State_8,51383,Candy,East,PROD-008,Lollipops,The Other Factory,113.69,142,42.69,71.0
484,ORD-2023-10484,2023-05-08,2023-05-12,First Class,CUST-789,United States,City_48,State_11,19965,Nuts,East,PROD-007,Cashew Clusters,Sugar Shack,1029.61,157,401.61,628.0
485,ORD-2023-10485,2023-07-01,2023-07-04,First Class,CUST-375,United States,City_12,State_7,75404,Chocolate,South,PROD-009,Caramel Squares,Wicked Choccy's,962.69,121,623.89,338.8
486,ORD-2023-10486,2023-04-16,2023-04-16,First Class,CUST-355,United States,City_40,State_12,30446,Chocolate,West,PROD-004,Peanut Butter Cups,Wicked Choccy's,687.38,127,306.38,381.0
487,ORD-2023-10487,2023-11-11,2023-11-11,Same Day,CUST-654,United States,City_3,State_16,58653,Candy,East,PROD-002,Gummy Bears,Lot's O' Nuts,41.28,13,25.68,15.6
488,ORD-2023-10488,2023-09-09,2023-09-10,First Class,CUST-623,United States,City_18,State_13,39110,Nuts,South,PROD-010,Pistachios,Sugar Shack,1379.65,103,916.15,463.5
489,ORD-2023-10489,2023-09-02,2023-09-05,Same Day,CUST-614,United States,City_23,State_13,99959,Nuts,East,PROD-010,Pistachios,Wicked Choccy's,5106.49,491,2896.99,2209.5
490,ORD-2023-10490,2023-06-11,2023-06-16,Same Day,CUST-790,United States,City_14,State_13,86153,Candy,East,PROD-003,Sour Worms,Secret Factory,711.84,362,241.24,470.6
491,ORD-2023-10491,2023-04-06,2023-04-06,First Class,CUST-375,United States,City_31,State_20,54970,Candy,Central,PROD-002,Gummy Bears,Sugar Shack,659.21,290,311.21,348.0
492,ORD-2023-10492,2023-04-18,2023-04-22,Same Day,CUST-481,United States,City_24,State_13,46651,Chocolate,South,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,2857.2,224,1737.2,1120.0
493,ORD-2023-10493,2023-02-21,2023-02-24,Second Class,CUST-341,United States,City_36,State_14,59923,Candy,West,PROD-008,Lollipops,Wicked Choccy's,360.98,379,171.48,189.5
494,ORD-2023-10494,2023-01-05,2023-01-05,Same Day,CUST-237,United States,City_41,State_17,79990,Chocolate,West,PROD-004,Peanut Butter Cups,Wicked Choccy's,639.68,100,339.68,300.0
495,ORD-2023-10495,2023-10-15,2023-10-19,First Class,CUST-507,United States,City_7,State_6,17869,Chocolate,Central,PROD-006,Dark Chocolate Truffles,Secret Factory,5279.68,449,3034.68,2245.0
496,ORD-2023-10496,2023-08-19,2023-08-26,Standard Class,CUST-469,United States,City_24,State_18,83071,Chocolate,South,PROD-004,Peanut Butter Cups,Sugar Shack,2348.33,391,1175.33,1173.0
497,ORD-2023-10497,2023-03-04,2023-03-05,Same Day,CUST-720,United States,City_13,State_19,85483,Candy,East,PROD-005,Jelly Beans,Sugar Shack,794.1,189,510.6,283.5
498,ORD-2023-10498,2023-06-16,2023-06-18,First Class,CUST-893,United States,City_48,State_15,20277,Chocolate,Central,PROD-009,Caramel Squares,Wicked Choccy's,2245.73,354,1254.53,991.2
499,ORD-2023-10499,2023-11-20,2023-11-22,Same Day,CUST-271,United States,City_41,State_11,65288,Nuts,Central,PROD-007,Cashew Clusters,The Other Factory,3427.68,499,1431.68,1996.0
500,ORD-2023-10500,2023-02-10,2023-02-15,Standard Class,CUST-421,United States,City_21,State_10,45058,Nuts,South,PROD-010,Pistachios,The Other Factory,834.39,92,420.39,414.0
501,ORD-2023-10501,2023-07-05,2023-07-07,Same Day,CUST-561,United States,City_27,State_6,34102,Nuts,Central,PROD-010,Pistachios,Secret Factory,4198.99,392,2434.99,1764.0
502,ORD-2023-10502,2023-12-25,2023-12-27,First Class,CUST-270,United States,City_26,State_4,22524,Nuts,West,PROD-001,Chocolate Almonds,Wicked Choccy's,1591.75,393,609.25,982.5
503,ORD-2023-10503,2023-07-23,2023-07-31,Standard Class,CUST-185,United States,City_7,State_9,91015,Candy,East,PROD-002,Gummy Bears,Secret Factory,883.2,278,549.6,333.6
504,ORD-2023-10504,2023-04-28,2023-05-04,First Class,CUST-553,United States,City_41,State_5,27206,Candy,South,PROD-003,Sour Worms,Lot's O' Nuts,460.81,136,284.01,176.8
505,ORD-2023-10505,2023-12-06,2023-12-11,Standard Class,CUST-433,United States,City_31,State_15,80855,Chocolate,East,PROD-009,Caramel Squares,Wicked Choccy's,1500.2,192,962.6,537.6
506,ORD-2023-10506,2023-12-24,2023-12-28,Second Class,CUST-711,United States,City_30,State_19,67013,Candy,South,PROD-005,Jelly Beans,The Other Factory,757.42,286,328.42,429.0
507,ORD-2023-10507,2023-09-04,2023-09-07,First Class,CUST-191,United States,City_29,State_10,57943,Chocolate,Central,PROD-009,Caramel Squares,The Other Factory,1474.03,286,673.23,800.8
508,ORD-2023-10508,2023-01-06,2023-01-07,First Class,CUST-876,United States,City_9,State_12,47586,Nuts,West,PROD-007,Cashew Clusters,Sugar Shack,91.4,10,51.4,40.0
509,ORD-2023-10509,2023-09-02,2023-09-08,Same Day,CUST-540,United States,City_19,State_20,40305,Candy,East,PROD-008,Lollipops,The Other Factory,123.37,163,41.87,81.5
510,ORD-2023-10510,2023-07-30,2023-08-04,Second Class,CUST-504,United States,City_16,State_6,94671,Nuts,Central,PROD-001,Chocolate Almonds,The Other Factory,2697.81,461,1545.31,1152.5
511,ORD-2023-10511,2023-02-10,2023-02-14,First Class,CUST-629,United States,City_49,State_20,99737,Nuts,West,PROD-007,Cashew Clusters,Secret Factory,2203.94,226,1299.94,904.0
512,ORD-2023-10512,2023-04-07,2023-04-07,Same Day,CUST-239,United States,City_19,State_4,93478,Candy,Central,PROD-005,Jelly Beans,Sugar Shack,1072.2,446,403.2,669.0
513,ORD-2023-10513,2023-12-25,2023-12-27,First Class,CUST-428,United States,City_2,State_5,16505,Candy,South,PROD-008,Lollipops,The Other Factory,367.03,328,203.03,164.0
514,ORD-2023-10514,2023-05-25,2023-05-30,Standard Class,CUST-548,United States,City_47,State_1,40514,Chocolate,West,PROD-009,Caramel Squares,Lot's O' Nuts,694.6,147,283.0,411.6
515,ORD-2023-10515,2023-04-22,2023-04-22,Same Day,CUST-904,United States,City_32,State_12,70776,Candy,East,PROD-002,Gummy Bears,Wicked Choccy's,472.94,185,250.94,222.0
516,ORD-2023-10516,2023-01-29,2023-02-04,Second Class,CUST-173,United States,City_35,State_16,33803,Nuts,East,PROD-001,Chocolate Almonds,Sugar Shack,972.17,146,607.17,365.0
517,ORD-2023-10517,2023-03-04,2023-03-11,Standard Class,CUST-494,United States,City_50,State_15,42396,Chocolate,South,PROD-004,Peanut Butter Cups,Sugar Shack,3109.58,403,1900.58,1209.0
518,ORD-2023-10518,2023-09-24,2023-10-01,Standard Class,CUST-584,United States,City_25,State_10,52344,Nuts,South,PROD-001,Chocolate Almonds,Wicked Choccy's,2601.53,350,1726.53,875.0
519,ORD-2023-10519,2023-09-04,2023-09-05,First Class,CUST-469,United States,City_4,State_7,24801,Candy,East,PROD-003,Sour Worms,Lot's O' Nuts,850.98,336,414.18,436.8
520,ORD-2023-10520,2023-03-27,2023-04-03,Standard Class,CUST-222,United States,City_26,State_8,11170,Chocolate,Central,PROD-004,Peanut Butter Cups,Secret Factory,2388.86,416,1140.86,1248.0
521,ORD-2023-10521,2023-07-10,2023-07-12,Second Class,CUST-261,United States,City_32,State_3,99908,Nuts,South,PROD-001,Chocolate Almonds,The Other Factory,1650.56,404,640.56,1010.0
522,ORD-2023-10522,2023-07-02,2023-07-10,Standard Class,CUST-649,United States,City_7,State_5,73942,Nuts,East,PROD-010,Pistachios,Sugar Shack,2648.24,340,1118.24,1530.0
523,ORD-2023-10523,2023-04-09,2023-04-09,Same Day,CUST-466,United States,City_47,State_5,42859,Chocolate,Central,PROD-004,Peanut Butter Cups,Sugar Shack,152.03,20,92.03,60.0
524,ORD-2023-10524,2023-10-05,2023-10-06,First Class,CUST-680,United States,City_12,State_18,55569,Nuts,South,PROD-001,Chocolate Almonds,Secret Factory,2045.15,366,1130.15,915.0
525,ORD-2023-10525,2023-02-05,2023-02-08,Second Class,CUST-402,United States,City_17,State_18,58118,Chocolate,Central,PROD-006,Dark Chocolate Truffles,Secret Factory,2434.22,281,1029.22,1405.0
526,ORD-2023-10526,2023-01-10,2023-01-15,Second Class,CUST-894,United States,City_40,State_8,52034,Candy,South,PROD-008,Lollipops,Lot's O' Nuts,455.39,327,291.89,163.5
527,ORD-2023-10527,2023-09-26,2023-09-28,Second Class,CUST-664,United States,City_10,State_20,47110,Candy,South,PROD-002,Gummy Bears,The Other Factory,967.72,359,536.92,430.8
528,ORD-2023-10528,2023-02-19,2023-02-25,Standard Class,CUST-144,United States,City_9,State_6,14099,Chocolate,Central,PROD-006,Dark Chocolate Truffles,Secret Factory,3446.35,277,2061.35,1385.0
529,ORD-2023-10529,2023-02-20,2023-02-27,Second Class,CUST-956,United States,City_25,State_16,78920,Chocolate,South,PROD-004,Peanut Butter Cups,Lot's O' Nuts,183.81,26,105.81,78.0
530,ORD-2023-10530,2023-07-07,2023-07-14,Standard Class,CUST-172,United States,City_1,State_7,95950,Nuts,Central,PROD-010,Pistachios,The Other Factory,1333.34,123,779.84,553.5
531,ORD-2023-10531,2023-07-04,2023-07-14,Standard Class,CUST-525,United States,City_24,State_2,90862,Candy,South,PROD-008,Lollipops,Lot's O' Nuts,385.74,295,238.24,147.5
532,ORD-2023-10532,2023-06-05,2023-06-14,Standard Class,CUST-631,United States,City_7,State_4,40279,Candy,East,PROD-005,Jelly Beans,The Other Factory,214.39,49,140.89,73.5
533,ORD-2023-10533,2023-09-27,2023-10-02,Second Class,CUST-740,United States,City_12,State_18,83156,Chocolate,West,PROD-009,Caramel Squares,Secret Factory,1814.7,346,845.9,968.8
534,ORD-2023-10534,2023-12-26,2023-12-27,Same Day,CUST-206,United States,City_11,State_6,82085,Nuts,Central,PROD-007,Cashew Clusters,Lot's O' Nuts,2996.86,350,1596.86,1400.0
535,ORD-2023-10535,2023-10-01,2023-10-06,Second Class,CUST-460,United States,City_21,State_18,52553,Nuts,Central,PROD-007,Cashew Clusters,The Other Factory,2744.61,317,1476.61,1268.0
536,ORD-2023-10536,2023-11-08,2023-11-09,First Class,CUST-319,United States,City_25,State_18,43303,Chocolate,South,PROD-006,Dark Chocolate Truffles,Secret Factory,1559.24,133,894.24,665.0
537,ORD-2023-10537,2023-01-01,2023-01-01,Same Day,CUST-391,United States,City_39,State_1,77844,Chocolate,South,PROD-006,Dark Chocolate Truffles,Secret Factory,2956.55,381,1051.55,1905.0
538,ORD-2023-10538,2023-04-24,2023-04-27,First Class,CUST-122,United States,City_50,State_9,82569,Candy,East,PROD-003,Sour Worms,Sugar Shack,430.62,119,275.92,154.7
539,ORD-2023-10539,2023-01-20,2023-01-30,Standard Class,CUST-241,United States,City_17,State_12,86304,Chocolate,West,PROD-009,Caramel Squares,The Other Factory,1394.97,245,708.97,686.0
540,ORD-2023-10540,2023-02-17,2023-02-18,First Class,CUST-322,United States,City_47,State_3,52558,Chocolate,Central,PROD-004,Peanut Butter Cups,Wicked Choccy's,1902.33,302,996.33,906.0
541,ORD-2023-10541,2023-11-01,2023-11-09,Standard Class,CUST-848,United States,City_37,State_13,20286,Candy,South,PROD-008,Lollipops,Wicked Choccy's,329.65,338,160.65,169.0
542,ORD-2023-10542,2023-08-02,2023-08-02,Same Day,CUST-990,United States,City_50,State_8,95561,Nuts,Central,PROD-001,Chocolate Almonds,Sugar Shack,3404.12,486,2189.12,1215.0
543,ORD-2023-10543,2023-06-06,2023-06-16,Standard Class,CUST-652,United States,City_37,State_5,52838,Nuts,South,PROD-010,Pistachios,Lot's O' Nuts,1953.78,278,702.78,1251.0
544,ORD-2023-10544,2023-12-11,2023-12-17,Standard Class,CUST-556,United States,City_49,State_20,85399,Chocolate,West,PROD-009,Caramel Squares,Wicked Choccy's,3221.35,384,2146.15,1075.2
545,ORD-2023-10545,2023-05-29,2023-05-29,Same Day,CUST-235,United States,City_22,State_3,72371,Chocolate,West,PROD-009,Caramel Squares,Lot's O' Nuts,2412.74,412,1259.14,1153.6
546,ORD-2023-10546,2023-02-13,2023-02-17,First Class,CUST-892,United States,City_45,State_5,27677,Nuts,South,PROD-010,Pistachios,Lot's O' Nuts,2169.38,214,1206.38,963.0
547,ORD-2023-10547,2023-07-22,2023-07-27,Same Day,CUST-674,United States,City_40,State_17,42275,Candy,West,PROD-008,Lollipops,The Other Factory,404.22,343,232.72,171.5
548,ORD-2023-10548,2023-06-15,2023-06-17,Same Day,CUST-191,United States,City_8,State_14,65514,Chocolate,Central,PROD-004,Peanut Butter Cups,Lot's O' Nuts,3117.1,360,2037.1,1080.0
549,ORD-2023-10549,2023-06-26,2023-06-28,First Class,CUST-888,United States,City_20,State_6,55838,Chocolate,West,PROD-006,Dark Chocolate Truffles,Sugar Shack,3898.49,314,2328.49,1570.0
550,ORD-2023-10550,2023-01-23,2023-01-25,Same Day,CUST-304,United States,City_44,State_12,30446,Nuts,West,PROD-010,Pistachios,Secret Factory,5927.7,483,3754.2,2173.5
551,ORD-2023-10551,2023-11-14,2023-11-17,Second Class,CUST-952,United States,City_19,State_1,54993,Candy,East,PROD-002,Gummy Bears,Lot's O' Nuts,999.86,484,419.06,580.8
552,ORD-2023-10552,2023-01-12,2023-01-13,Same Day,CUST-650,United States,City_14,State_7,81620,Candy,South,PROD-002,Gummy Bears,Sugar Shack,389.54,179,174.74,214.8
553,ORD-2023-10553,2023-12-22,2023-12-27,Second Class,CUST-485,United States,City_38,State_17,15699,Chocolate,South,PROD-009,Caramel Squares,Sugar Shack,2571.46,367,1543.86,1027.6
554,ORD-2023-10554,2023-04-13,2023-04-15,First Class,CUST-377,United States,City_4,State_15,95820,Candy,East,PROD-005,Jelly Beans,Wicked Choccy's,1580.31,414,959.31,621.0
555,ORD-2023-10555,2023-12-06,2023-12-11,First Class,CUST-468,United States,City_7,State_1,48337,Nuts,South,PROD-001,Chocolate Almonds,Lot's O' Nuts,3199.27,446,2084.27,1115.0
556,ORD-2023-10556,2023-06-11,2023-06-18,Standard Class,CUST-644,United States,City_6,State_6,36066,Nuts,South,PROD-007,Cashew Clusters,Wicked Choccy's,2889.76,258,1857.76,1032.0
557,ORD-2023-10557,2023-05-07,2023-05-16,Standard Class,CUST-441,United States,City_32,State_13,30578,Chocolate,East,PROD-009,Caramel Squares,Secret Factory,3096.15,482,1746.55,1349.6
558,ORD-2023-10558,2023-11-17,2023-11-17,First Class,CUST-613,United States,City_18,State_2,92023,Nuts,Central,PROD-001,Chocolate Almonds,Sugar Shack,760.27,164,350.27,410.0
559,ORD-2023-10559,2023-04-26,2023-05-01,First Class,CUST-502,United States,City_43,State_5,21507,Candy,East,PROD-005,Jelly Beans,Secret Factory,262.65,87,132.15,130.5
560,ORD-2023-10560,2023-05-04,2023-05-08,Same Day,CUST-419,United States,City_39,State_11,68873,Nuts,West,PROD-007,Cashew Clusters,The Other Factory,2095.7,303,883.7,1212.0
561,ORD-2023-10561,2023-10-25,2023-10-28,Second Class,CUST-307,United States,City_9,State_10,78656,Chocolate,West,PROD-009,Caramel Squares,Wicked Choccy's,2029.95,287,1226.35,803.6
562,ORD-2023-10562,2023-06-12,2023-06-20,Second Class,CUST-836,United States,City_8,State_6,51628,Candy,West,PROD-003,Sour Worms,Secret Factory,133.62,44,76.42,57.2
563,ORD-2023-10563,2023-07-30,2023-08-02,Same Day,CUST-941,United States,City_41,State_9,29917,Candy,Central,PROD-003,Sour Worms,Lot's O' Nuts,464.29,165,249.79,214.5
564,ORD-2023-10564,2023-01-14,2023-01-18,Second Class,CUST-731,United States,City_18,State_20,84323,Chocolate,West,PROD-004,Peanut Butter Cups,Lot's O' Nuts,3574.72,400,2374.72,1200.0
565,ORD-2023-10565,2023-12-18,2023-12-22,Second Class,CUST-804,United States,City_50,State_16,27575,Nuts,West,PROD-010,Pistachios,Wicked Choccy's,211.03,23,107.53,103.5
566,ORD-2023-10566,2023-04-05,2023-04-07,First Class,CUST-585,United States,City_9,State_6,35330,Chocolate,South,PROD-009,Caramel Squares,The Other Factory,2598.99,446,1350.19,1248.8
567,ORD-2023-10567,2023-05-19,2023-05-26,Standard Class,CUST-860,United States,City_43,State_7,36812,Chocolate,South,PROD-004,Peanut Butter Cups,Lot's O' Nuts,3153.91,496,1665.91,1488.0
568,ORD-2023-10568,2023-12-19,2023-12-20,Same Day,CUST-352,United States,City_28,State_13,15482,Candy,South,PROD-002,Gummy Bears,Wicked Choccy's,591.39,176,380.19,211.2
569,ORD-2023-10569,2023-11-10,2023-11-10,Same Day,CUST-708,United States,City_35,State_17,94068,Nuts,Central,PROD-010,Pistachios,Secret Factory,5763.21,490,3558.21,2205.0
570,ORD-2023-10570,2023-08-22,2023-08-27,Same Day,CUST-998,United States,City_16,State_17,80499,Nuts,East,PROD-001,Chocolate Almonds,The Other Factory,3049.02,433,1966.52,1082.5
571,ORD-2023-10571,2023-04-08,2023-04-17,Standard Class,CUST-411,United States,City_50,State_10,70469,Nuts,South,PROD-007,Cashew Clusters,Lot's O' Nuts,1373.33,159,737.33,636.0
572,ORD-2023-10572,2023-12-20,2023-12-28,Standard Class,CUST-574,United States,City_42,State_15,21854,Candy,Central,PROD-003,Sour Worms,Secret Factory,1017.13,274,660.93,356.2
573,ORD-2023-10573,2023-07-21,2023-07-25,Second Class,CUST-125,United States,City_12,State_15,87373,Chocolate,West,PROD-009,Caramel Squares,Lot's O' Nuts,1228.44,221,609.64,618.8
574,ORD-2023-10574,2023-06-15,2023-06-20,First Class,CUST-828,United States,City_11,State_4,21952,Chocolate,East,PROD-004,Peanut Butter Cups,Secret Factory,2700.37,364,1608.37,1092.0
575,ORD-2023-10575,2023-09-26,2023-10-03,Standard Class,CUST-910,United States,City_33,State_20,30958,Candy,Central,PROD-002,Gummy Bears,Secret Factory,926.78,372,480.38,446.4
576,ORD-2023-10576,2023-03-29,2023-04-02,Standard Class,CUST-992,United States,City_43,State_5,31249,Nuts,South,PROD-007,Cashew Clusters,The Other Factory,3821.32,477,1913.32,1908.0
577,ORD-2023-10577,2023-06-07,2023-06-08,Same Day,CUST-556,United States,City_19,State_6,25408,Candy,East,PROD-003,Sour Worms,Wicked Choccy's,566.8,168,348.4,218.4
578,ORD-2023-10578,2023-01-07,2023-01-10,First Class,CUST-610,United States,City_35,State_1,89689,Candy,East,PROD-003,Sour Worms,Wicked Choccy's,712.57,244,395.37,317.2
579,ORD-2023-10579,2023-08-21,2023-08-21,Same Day,CUST-715,United States,City_39,State_1,42075,Candy,West,PROD-008,Lollipops,Wicked Choccy's,236.83,219,127.33,109.5
580,ORD-2023-10580,2023-04-05,2023-04-12,Standard Class,CUST-457,United States,City_3,State_5,14250,Chocolate,West,PROD-009,Caramel Squares,Sugar Shack,376.66,85,138.66,238.0
581,ORD-2023-10581,2023-02-14,2023-02-18,First Class,CUST-282,United States,City_11,State_10,90096,Nuts,Central,PROD-010,Pistachios,The Other Factory,261.97,35,104.47,157.5
582,ORD-2023-10582,2023-10-24,2023-10-28,Same Day,CUST-195,United States,City_50,State_10,52312,Nuts,West,PROD-010,Pistachios,The Other Factory,2529.27,194,1656.27,873.0
583,ORD-2023-10583,2023-10-09,2023-10-14,Same Day,CUST-237,United States,City_8,State_9,53150,Chocolate,East,PROD-006,Dark Chocolate Truffles,Secret Factory,416.94,43,201.94,215.0
584,ORD-2023-10584,2023-11-10,2023-11-18,Second Class,CUST-847,United States,City_41,State_17,21491,Chocolate,West,PROD-009,Caramel Squares,Secret Factory,181.7,39,72.5,109.2
585,ORD-2023-10585,2023-11-08,2023-11-11,Same Day,CUST-638,United States,City_37,State_20,56380,Candy,Central,PROD-008,Lollipops,The Other Factory,438.39,444,216.39,222.0
586,ORD-2023-10586,2023-09-10,2023-09-11,Same Day,CUST-724,United States,City_15,State_10,35369,Candy,South,PROD-003,Sour Worms,The Other Factory,973.25,423,423.35,549.9
587,ORD-2023-10587,2023-11-17,2023-11-17,Same Day,CUST-968,United States,City_14,State_20,64346,Nuts,East,PROD-001,Chocolate Almonds,Lot's O' Nuts,1748.16,417,705.66,1042.5
588,ORD-2023-10588,2023-10-14,2023-10-17,First Class,CUST-111,United States,City_41,State_7,46913,Nuts,Central,PROD-007,Cashew Clusters,Lot's O' Nuts,4146.16,422,2458.16,1688.0
589,ORD-2023-10589,2023-09-17,2023-09-21,First Class,CUST-106,United States,City_8,State_11,54742,Candy,Central,PROD-005,Jelly Beans,Lot's O' Nuts,866.84,291,430.34,436.5
590,ORD-2023-10590,2023-04-10,2023-04-18,Second Class,CUST-788,United States,City_31,State_16,14660,Nuts,East,PROD-007,Cashew Clusters,The Other Factory,1969.53,179,1253.53,716.0
591,ORD-2023-10591,2023-10-02,2023-10-05,Same Day,CUST-902,United States,City_27,State_2,78298,Candy,West,PROD-003,Sour Worms,Secret Factory,1218.42,468,610.02,608.4
592,ORD-2023-10592,2023-04-17,2023-04-24,Standard Class,CUST-918,United States,City_23,State_3,29569,Candy,Central,PROD-005,Jelly Beans,The Other Factory,1156.67,305,699.17,457.5
593,ORD-2023-10593,2023-11-17,2023-11-20,Same Day,CUST-684,United States,City_39,State_13,34560,Candy,Central,PROD-005,Jelly Beans,Lot's O' Nuts,1173.15,283,748.65,424.5
594,ORD-2023-10594,2023-12-30,2024-01-03,First Class,CUST-188,United States,City_32,State_8,58704,Nuts,Central,PROD-010,Pistachios,Lot's O' Nuts,223.15,26,106.15,117.0
595,ORD-2023-10595,2023-03-31,2023-04-03,First Class,CUST-138,United States,City_50,State_7,22137,Candy,West,PROD-008,Lollipops,Sugar Shack,69.05,67,35.55,33.5
596,ORD-2023-10596,2023-09-14,2023-09-19,Same Day,CUST-595,United States,City_47,State_17,50679,Candy,East,PROD-008,Lollipops,The Other Factory,78.55,88,34.55,44.0
597,ORD-2023-10597,2023-04-16,2023-04-20,Second Class,CUST-496,United States,City_46,State_17,25182,Chocolate,East,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,2954.17,380,1054.17,1900.0
598,ORD-2023-10598,2023-06-20,2023-06-27,Standard Class,CUST-205,United States,City_34,State_10,12946,Nuts,East,PROD-001,Chocolate Almonds,Sugar Shack,1764.03,249,1141.53,622.5
599,ORD-2023-10599,2023-04-13,2023-04-15,First Class,CUST-645,United States,City_21,State_15,97965,Nuts,West,PROD-010,Pistachios,Sugar Shack,937.91,108,451.91,486.0
600,ORD-2023-10600,2023-05-21,2023-05-25,Second Class,CUST-737,United States,City_36,State_17,23418,Candy,West,PROD-002,Gummy Bears,Sugar Shack,124.27,68,42.67,81.6
601,ORD-2023-10601,2023-05-19,2023-05-23,First Class,CUST-923,United States,City_19,State_19,42089,Chocolate,Central,PROD-004,Peanut Butter Cups,The Other Factory,717.07,82,471.07,246.0
602,ORD-2023-10602,2023-10-04,2023-10-07,First Class,CUST-129,United States,City_31,State_2,23884,Candy,Central,PROD-003,Sour Worms,Lot's O' Nuts,485.59,237,177.49,308.1
603,ORD-2023-10603,2023-07-20,2023-07-20,Same Day,CUST-706,United States,City_41,State_15,90781,Nuts,East,PROD-007,Cashew Clusters,Lot's O' Nuts,1033.03,101,629.03,404.0
604,ORD-2023-10604,2024-01-01,2024-01-05,Second Class,CUST-646,United States,City_6,State_15,84421,Chocolate,Central,PROD-006,Dark Chocolate Truffles,Sugar Shack,4987.55,398,2997.55,1990.0
605,ORD-2023-10605,2023-08-22,2023-08-31,Standard Class,CUST-827,United States,City_50,State_15,71675,Candy,South,PROD-003,Sour Worms,Lot's O' Nuts,551.83,168,333.43,218.4
